TicketKey,TicketID,DateKey,AgentKey,ClientKey,ChannelKey,CreatedDateTime,ResolvedDateTime,ResolutionHours,IsResolved,SLA_Met,CSAT_Score
4941,TCK-14941,20260603,11,2,3,2026-06-03 20:15:51,2026-06-04 03:03:15,6.79,1,1,2
4942,TCK-14942,20250518,7,1,3,2025-05-18 14:30:04,2025-05-18 23:36:40,9.11,1,1,4
4943,TCK-14943,20260529,42,6,2,2026-05-29 10:12:52,,,0,0,
4944,TCK-14944,20251016,29,2,3,2025-10-16 08:31:36,,,0,0,4
4945,TCK-14945,20250130,13,1,3,2025-01-30 17:38:46,2025-01-31 08:49:34,15.18,1,1,4
4946,TCK-14946,20260203,40,2,3,2026-02-03 10:35:47,2026-02-04 13:50:11,27.24,1,1,5
4947,TCK-14947,20260302,9,5,2,2026-03-02 20:20:35,2026-03-03 16:14:35,19.9,1,1,4
4948,TCK-14948,20250702,27,7,2,2025-07-02 13:02:00,2025-07-02 21:35:00,8.55,1,0,5
4949,TCK-14949,20260719,50,2,3,2026-07-19 16:00:00,2026-07-20 21:16:48,29.28,1,1,4
4950,TCK-14950,20260621,26,3,3,2026-06-21 23:30:40,2026-06-22 14:18:40,14.8,1,0,2
4951,TCK-14951,20250314,30,4,1,2025-03-14 01:54:34,2025-03-14 21:44:22,19.83,1,1,3
4952,TCK-14952,20260424,46,3,1,2026-04-24 12:41:25,2026-04-25 04:09:37,15.47,1,0,4
4953,TCK-14953,20250302,36,2,3,2025-03-02 14:00:53,2025-03-03 18:56:05,28.92,1,1,
4954,TCK-14954,20251112,39,3,3,2025-11-12 04:42:35,2025-11-12 15:05:59,10.39,1,1,4
4955,TCK-14955,20250725,25,3,3,2025-07-25 17:37:49,,,0,0,3
4956,TCK-14956,20251003,42,8,3,2025-10-03 19:20:22,2025-10-04 20:05:22,24.75,1,1,4
4957,TCK-14957,20260107,24,4,1,2026-01-07 16:32:22,2026-01-09 11:48:34,43.27,1,0,4
4958,TCK-14958,20250809,42,5,2,2025-08-09 20:33:52,2025-08-10 18:50:04,22.27,1,1,4
4959,TCK-14959,20260515,36,6,2,2026-05-15 11:13:01,2026-05-16 12:58:37,25.76,1,1,5
4960,TCK-14960,20251101,40,1,3,2025-11-01 02:27:29,2025-11-01 16:04:05,13.61,1,1,
4961,TCK-14961,20260605,50,8,3,2026-06-05 19:43:46,2026-06-06 09:12:34,13.48,1,1,5
4962,TCK-14962,20250504,36,2,1,2025-05-04 15:40:10,2025-05-04 20:01:10,4.35,1,1,3
4963,TCK-14963,20250921,38,8,2,2025-09-21 01:53:02,2025-09-21 18:53:02,17.0,1,1,5
4964,TCK-14964,20260708,48,7,2,2026-07-08 00:56:31,2026-07-09 19:36:43,42.67,1,0,5
4965,TCK-14965,20250122,30,1,2,2025-01-22 02:36:57,2025-01-22 07:36:21,4.99,1,1,5
4966,TCK-14966,20250531,21,6,2,2025-05-31 21:58:39,2025-06-01 12:35:15,14.61,1,1,5
4967,TCK-14967,20260528,27,6,3,2026-05-28 00:44:44,2026-05-28 02:24:56,1.67,1,1,4
4968,TCK-14968,20260730,45,2,2,2026-07-30 03:08:49,2026-07-30 20:29:49,17.35,1,1,4
4969,TCK-14969,20250208,44,5,2,2025-02-08 00:08:58,2025-02-09 02:17:22,26.14,1,0,5
4970,TCK-14970,20251003,20,8,1,2025-10-03 13:03:39,,,0,0,4
4971,TCK-14971,20250613,32,8,3,2025-06-13 09:34:30,2025-06-13 19:26:06,9.86,1,1,4
4972,TCK-14972,20250806,35,1,3,2025-08-06 10:28:08,2025-08-06 15:58:44,5.51,1,1,
4973,TCK-14973,20260304,46,1,1,2026-03-04 07:17:41,2026-03-04 08:21:17,1.06,1,1,4
4974,TCK-14974,20250607,3,5,1,2025-06-07 05:12:00,2025-06-07 11:01:48,5.83,1,1,3
4975,TCK-14975,20260320,50,4,1,2026-03-20 17:49:41,2026-03-21 13:56:17,20.11,1,1,5
4976,TCK-14976,20260101,47,8,2,2026-01-01 11:08:21,2026-01-01 20:07:45,8.99,1,1,5
4977,TCK-14977,20260313,47,6,1,2026-03-13 12:17:32,2026-03-13 21:51:08,9.56,1,1,3
4978,TCK-14978,20250216,15,8,1,2025-02-16 01:03:11,2025-02-17 09:49:23,32.77,1,1,3
4979,TCK-14979,20260401,19,4,1,2026-04-01 19:32:22,2026-04-02 05:33:34,10.02,1,1,3
4980,TCK-14980,20251021,1,5,2,2025-10-21 03:44:44,2025-10-21 12:01:32,8.28,1,1,
4981,TCK-14981,20250720,49,7,1,2025-07-20 15:02:27,2025-07-21 06:39:03,15.61,1,0,
4982,TCK-14982,20250504,26,2,3,2025-05-04 06:34:41,2025-05-05 05:58:05,23.39,1,1,4
4983,TCK-14983,20260812,12,5,1,2026-08-12 16:06:42,2026-08-13 01:25:54,9.32,1,1,4
4984,TCK-14984,20250331,47,8,2,2025-03-31 02:33:00,,,0,0,3
4985,TCK-14985,20260417,45,7,2,2026-04-17 09:52:12,2026-04-18 11:37:12,25.75,1,0,3
4986,TCK-14986,20260326,10,6,3,2026-03-26 03:16:14,2026-03-26 13:13:14,9.95,1,1,4
4987,TCK-14987,20260507,20,4,3,2026-05-07 12:44:33,2026-05-08 10:35:33,21.85,1,1,
4988,TCK-14988,20260508,34,2,3,2026-05-08 14:24:19,,,0,0,5
4989,TCK-14989,20250713,19,1,3,2025-07-13 02:50:39,2025-07-13 13:20:39,10.5,1,1,5
4990,TCK-14990,20250207,48,8,3,2025-02-07 20:50:01,,,0,0,5
4991,TCK-14991,20260517,21,1,2,2026-05-17 09:03:08,,,0,0,5
4992,TCK-14992,20260112,40,5,2,2026-01-12 17:48:28,2026-01-13 05:37:40,11.82,1,1,5
4993,TCK-14993,20250403,34,3,2,2025-04-03 07:02:31,2025-04-03 17:41:31,10.65,1,1,4
4994,TCK-14994,20251111,38,4,2,2025-11-11 03:10:47,2025-11-11 21:17:59,18.12,1,1,3
4995,TCK-14995,20260114,12,3,1,2026-01-14 22:33:03,,,0,0,3
4996,TCK-14996,20260128,50,2,1,2026-01-28 05:51:44,2026-01-29 19:03:08,37.19,1,1,3
4997,TCK-14997,20260611,9,5,3,2026-06-11 13:12:08,2026-06-13 06:33:44,41.36,1,0,
4998,TCK-14998,20250920,30,4,1,2025-09-20 20:57:02,2025-09-21 15:18:02,18.35,1,1,4
4999,TCK-14999,20251031,15,8,2,2025-10-31 08:13:13,2025-10-31 20:10:49,11.96,1,1,4
5000,TCK-15000,20260111,16,7,1,2026-01-11 12:17:04,2026-01-11 20:24:16,8.12,1,0,3
5001,TCK-15001,20251205,11,8,1,2025-12-05 04:06:23,2025-12-06 05:21:23,25.25,1,1,3
5002,TCK-15002,20260502,7,4,2,2026-05-02 04:41:12,2026-05-03 09:19:36,28.64,1,1,4
5003,TCK-15003,20250623,24,5,3,2025-06-23 12:03:40,,,0,0,
5004,TCK-15004,20260427,19,4,2,2026-04-27 04:56:10,2026-04-28 20:47:46,39.86,1,0,3
5005,TCK-15005,20260220,49,4,1,2026-02-20 02:07:14,2026-02-21 08:03:38,29.94,1,1,4
5006,TCK-15006,20250619,24,3,2,2025-06-19 06:17:03,2025-06-20 12:06:15,29.82,1,0,4
5007,TCK-15007,20260110,22,4,1,2026-01-10 11:25:15,2026-01-11 02:15:39,14.84,1,1,4
5008,TCK-15008,20260801,40,5,1,2026-08-01 14:19:33,2026-08-02 05:44:09,15.41,1,1,4
5009,TCK-15009,20250802,46,6,2,2025-08-02 06:58:33,2025-08-02 11:32:45,4.57,1,1,
5010,TCK-15010,20251023,37,7,1,2025-10-23 00:19:16,2025-10-23 05:06:40,4.79,1,1,5
5011,TCK-15011,20260227,22,6,1,2026-02-27 21:53:25,2026-02-28 18:33:37,20.67,1,1,3
5012,TCK-15012,20251127,26,1,3,2025-11-27 17:59:25,,,0,0,3
5013,TCK-15013,20250623,13,3,1,2025-06-23 09:11:02,2025-06-24 15:43:26,30.54,1,0,4
5014,TCK-15014,20260801,28,2,1,2026-08-01 15:53:54,2026-08-02 17:10:42,25.28,1,1,3
5015,TCK-15015,20251105,6,2,3,2025-11-05 22:09:53,2025-11-07 00:27:53,26.3,1,1,
5016,TCK-15016,20260722,11,3,1,2026-07-22 13:43:54,,,0,0,3
5017,TCK-15017,20250515,46,5,1,2025-05-15 20:18:59,2025-05-16 20:56:11,24.62,1,0,5
5018,TCK-15018,20250123,16,3,2,2025-01-23 04:14:44,2025-01-23 22:07:32,17.88,1,0,
5019,TCK-15019,20250625,34,3,2,2025-06-25 17:42:43,2025-06-26 10:12:43,16.5,1,0,3
5020,TCK-15020,20250827,7,8,3,2025-08-27 10:14:48,2025-08-28 19:38:12,33.39,1,1,3
5021,TCK-15021,20251015,12,8,2,2025-10-15 23:44:33,2025-10-17 05:52:21,30.13,1,1,4
5022,TCK-15022,20260107,38,8,2,2026-01-07 06:24:04,,,0,0,
5023,TCK-15023,20260422,42,4,1,2026-04-22 01:38:03,2026-04-22 10:45:51,9.13,1,1,4
5024,TCK-15024,20251209,8,8,1,2025-12-09 13:30:53,2025-12-10 12:01:29,22.51,1,1,2
5025,TCK-15025,20250530,12,4,2,2025-05-30 09:20:51,2025-05-31 05:37:03,20.27,1,1,3
5026,TCK-15026,20250706,35,8,1,2025-07-06 22:19:12,,,0,0,4
5027,TCK-15027,20250613,11,5,2,2025-06-13 05:11:10,,,0,0,4
5028,TCK-15028,20251130,33,2,1,2025-11-30 05:46:10,2025-12-01 18:22:46,36.61,1,1,4
5029,TCK-15029,20251026,46,1,3,2025-10-26 01:56:46,2025-10-26 21:36:58,19.67,1,1,4
5030,TCK-15030,20250608,12,6,1,2025-06-08 08:51:23,2025-06-09 10:22:35,25.52,1,1,2
5031,TCK-15031,20250821,46,4,3,2025-08-21 22:41:22,2025-08-22 14:02:58,15.36,1,1,5
5032,TCK-15032,20260416,42,4,1,2026-04-16 08:07:22,,,0,0,5
5033,TCK-15033,20260619,46,4,1,2026-06-19 14:32:41,,,0,0,3
5034,TCK-15034,20250203,16,1,2,2025-02-03 18:40:47,2025-02-03 23:29:59,4.82,1,1,3
5035,TCK-15035,20250513,31,3,2,2025-05-13 07:11:47,2025-05-14 10:08:47,26.95,1,0,4
5036,TCK-15036,20260323,36,7,1,2026-03-23 19:52:19,2026-03-24 14:24:43,18.54,1,0,4
5037,TCK-15037,20250411,48,6,1,2025-04-11 08:35:15,2025-04-11 18:09:27,9.57,1,1,3
5038,TCK-15038,20250523,9,7,3,2025-05-23 14:54:55,,,0,0,
5039,TCK-15039,20260113,9,3,2,2026-01-13 20:42:45,2026-01-14 22:58:21,26.26,1,0,4
5040,TCK-15040,20260225,23,1,2,2026-02-25 05:41:19,,,0,0,
5041,TCK-15041,20260604,27,7,2,2026-06-04 00:50:41,,,0,0,3
5042,TCK-15042,20260806,21,1,3,2026-08-06 12:19:30,2026-08-07 13:39:18,25.33,1,0,5
5043,TCK-15043,20250723,49,5,2,2025-07-23 22:09:01,2025-07-24 14:09:01,16.0,1,1,5
5044,TCK-15044,20251030,5,7,3,2025-10-30 07:19:55,2025-10-30 12:58:19,5.64,1,1,2
5045,TCK-15045,20251220,5,4,2,2025-12-20 04:56:53,2025-12-21 01:40:41,20.73,1,1,4
5046,TCK-15046,20260701,27,6,3,2026-07-01 07:41:58,2026-07-02 18:59:58,35.3,1,1,3
5047,TCK-15047,20250617,12,2,3,2025-06-17 11:10:47,,,0,0,3
5048,TCK-15048,20260325,28,8,1,2026-03-25 20:40:42,2026-03-26 10:07:42,13.45,1,1,3
5049,TCK-15049,20250131,30,4,1,2025-01-31 14:33:05,2025-02-01 08:23:29,17.84,1,1,4
5050,TCK-15050,20250110,34,5,2,2025-01-10 11:25:38,2025-01-11 00:11:14,12.76,1,1,5
5051,TCK-15051,20250121,46,8,2,2025-01-21 00:17:16,2025-01-22 06:49:04,30.53,1,1,3
5052,TCK-15052,20250716,11,1,2,2025-07-16 22:04:46,,,0,0,3
5053,TCK-15053,20260806,19,3,1,2026-08-06 19:13:01,2026-08-07 10:11:49,14.98,1,0,4
5054,TCK-15054,20260415,4,3,1,2026-04-15 01:42:54,2026-04-16 00:51:18,23.14,1,0,4
5055,TCK-15055,20250401,14,6,1,2025-04-01 11:46:33,2025-04-02 03:03:21,15.28,1,1,4
5056,TCK-15056,20250429,23,7,2,2025-04-29 08:07:16,2025-04-30 00:00:04,15.88,1,0,4
5057,TCK-15057,20250515,18,6,1,2025-05-15 14:30:03,2025-05-17 04:07:15,37.62,1,1,5
5058,TCK-15058,20250506,22,2,1,2025-05-06 03:05:58,2025-05-07 06:26:22,27.34,1,1,5
5059,TCK-15059,20260114,49,5,1,2026-01-14 19:12:16,2026-01-15 00:09:52,4.96,1,1,5
5060,TCK-15060,20250918,41,6,1,2025-09-18 22:55:31,2025-09-19 13:59:07,15.06,1,1,5
5061,TCK-15061,20260527,13,1,2,2026-05-27 02:11:09,2026-05-28 08:38:45,30.46,1,0,5
5062,TCK-15062,20250701,47,5,2,2025-07-01 09:59:01,2025-07-01 12:04:25,2.09,1,1,5
5063,TCK-15063,20250512,38,7,3,2025-05-12 10:49:14,2025-05-13 00:44:26,13.92,1,0,
5064,TCK-15064,20250411,38,4,1,2025-04-11 22:53:17,2025-04-12 20:23:53,21.51,1,1,
5065,TCK-15065,20260408,47,2,1,2026-04-08 22:07:50,2026-04-09 04:25:50,6.3,1,1,3
5066,TCK-15066,20250320,47,8,2,2025-03-20 10:45:37,,,0,0,4
5067,TCK-15067,20251205,46,4,2,2025-12-05 01:09:25,2025-12-06 04:46:01,27.61,1,1,3
5068,TCK-15068,20260208,39,7,3,2026-02-08 13:57:17,2026-02-09 10:23:05,20.43,1,0,4
5069,TCK-15069,20250519,41,3,3,2025-05-19 22:56:29,2025-05-20 18:30:41,19.57,1,0,5
5070,TCK-15070,20260614,40,8,2,2026-06-14 07:42:24,2026-06-15 03:43:36,20.02,1,1,4
5071,TCK-15071,20260531,4,3,2,2026-05-31 19:50:14,2026-06-01 14:24:26,18.57,1,0,
5072,TCK-15072,20250410,48,4,1,2025-04-10 11:29:36,2025-04-10 13:25:24,1.93,1,1,3
5073,TCK-15073,20260201,46,7,1,2026-02-01 20:10:01,2026-02-03 03:01:01,30.85,1,0,2
5074,TCK-15074,20250524,8,6,3,2025-05-24 12:41:53,,,0,0,
5075,TCK-15075,20250424,28,7,3,2025-04-24 02:54:01,2025-04-25 06:16:49,27.38,1,0,
5076,TCK-15076,20260504,42,3,3,2026-05-04 12:57:30,2026-05-05 07:32:54,18.59,1,0,4
5077,TCK-15077,20251221,38,4,1,2025-12-21 01:25:25,2025-12-21 07:35:37,6.17,1,1,4
5078,TCK-15078,20260623,2,6,2,2026-06-23 20:01:41,2026-06-24 14:35:53,18.57,1,1,5
5079,TCK-15079,20250711,27,4,1,2025-07-11 11:03:44,2025-07-12 10:30:44,23.45,1,1,4
5080,TCK-15080,20251116,19,6,2,2025-11-16 02:37:36,2025-11-16 11:19:00,8.69,1,1,4
5081,TCK-15081,20250219,26,7,1,2025-02-19 11:00:44,2025-02-19 21:45:44,10.75,1,0,5
5082,TCK-15082,20250405,26,1,2,2025-04-05 18:07:48,2025-04-06 07:47:24,13.66,1,1,
5083,TCK-15083,20250804,35,5,3,2025-08-04 13:31:33,2025-08-05 14:26:09,24.91,1,0,4
5084,TCK-15084,20260801,18,8,2,2026-08-01 22:05:07,2026-08-02 06:39:55,8.58,1,1,
5085,TCK-15085,20260521,13,1,2,2026-05-21 10:41:55,2026-05-22 09:27:31,22.76,1,1,4
5086,TCK-15086,20251126,40,3,1,2025-11-26 01:45:34,2025-11-27 07:35:22,29.83,1,0,5
5087,TCK-15087,20260523,28,1,1,2026-05-23 09:35:27,2026-05-24 05:52:15,20.28,1,1,2
5088,TCK-15088,20251120,5,4,2,2025-11-20 07:16:42,2025-11-21 19:46:42,36.5,1,0,4
5089,TCK-15089,20260615,1,3,2,2026-06-15 03:10:03,2026-06-16 13:29:51,34.33,1,0,
5090,TCK-15090,20260707,32,1,1,2026-07-07 02:54:00,2026-07-07 21:26:24,18.54,1,1,5
5091,TCK-15091,20250410,17,3,1,2025-04-10 12:00:38,2025-04-11 19:45:02,31.74,1,0,4
5092,TCK-15092,20260213,26,6,1,2026-02-13 02:36:01,2026-02-13 12:50:25,10.24,1,1,4
5093,TCK-15093,20251023,15,1,2,2025-10-23 23:42:45,,,0,0,5
5094,TCK-15094,20250622,45,3,1,2025-06-22 14:44:53,,,0,0,
5095,TCK-15095,20251003,22,2,1,2025-10-03 20:50:54,,,0,0,5
5096,TCK-15096,20250704,48,7,1,2025-07-04 16:41:19,,,0,0,4
5097,TCK-15097,20251121,34,2,3,2025-11-21 12:34:32,2025-11-21 15:25:32,2.85,1,1,5
5098,TCK-15098,20260406,43,4,1,2026-04-06 08:22:12,,,0,0,3
5099,TCK-15099,20260709,15,1,1,2026-07-09 09:35:28,2026-07-10 06:18:40,20.72,1,1,3
5100,TCK-15100,20260328,44,4,3,2026-03-28 07:24:49,2026-03-30 08:42:49,49.3,1,0,
5101,TCK-15101,20250817,22,6,2,2025-08-17 23:29:38,2025-08-19 01:17:02,25.79,1,1,4
5102,TCK-15102,20250704,17,4,3,2025-07-04 22:36:01,2025-07-06 07:28:49,32.88,1,1,3
5103,TCK-15103,20251030,13,6,1,2025-10-30 12:46:42,2025-10-30 21:43:42,8.95,1,1,
5104,TCK-15104,20260313,49,3,1,2026-03-13 15:25:47,2026-03-13 17:40:11,2.24,1,1,
5105,TCK-15105,20251121,28,1,2,2025-11-21 16:56:39,2025-11-22 09:04:27,16.13,1,1,4
5106,TCK-15106,20260720,24,6,2,2026-07-20 04:48:36,2026-07-20 17:14:24,12.43,1,1,4
5107,TCK-15107,20251104,43,1,3,2025-11-04 23:18:40,2025-11-06 10:55:52,35.62,1,0,5
5108,TCK-15108,20250917,13,4,3,2025-09-17 12:24:38,2025-09-17 20:36:38,8.2,1,1,5
5109,TCK-15109,20260219,9,7,1,2026-02-19 10:14:11,2026-02-20 04:39:59,18.43,1,0,4
5110,TCK-15110,20250118,31,4,1,2025-01-18 14:57:38,2025-01-19 14:11:26,23.23,1,1,
5111,TCK-15111,20260624,46,1,2,2026-06-24 22:31:33,2026-06-26 04:13:33,29.7,1,0,4
5112,TCK-15112,20251123,18,4,1,2025-11-23 02:11:38,2025-11-23 06:53:38,4.7,1,1,3
5113,TCK-15113,20250802,33,5,1,2025-08-02 06:49:31,2025-08-03 14:51:55,32.04,1,0,5
5114,TCK-15114,20250125,23,5,1,2025-01-25 14:51:58,2025-01-26 03:02:46,12.18,1,1,4
5115,TCK-15115,20250226,4,6,3,2025-02-26 14:32:27,2025-02-27 16:18:39,25.77,1,1,
5116,TCK-15116,20251123,48,6,1,2025-11-23 15:50:58,,,0,0,3
5117,TCK-15117,20250814,4,7,3,2025-08-14 12:54:28,2025-08-15 11:54:28,23.0,1,0,4
5118,TCK-15118,20250328,18,5,2,2025-03-28 11:48:53,2025-03-28 22:29:05,10.67,1,1,4
5119,TCK-15119,20250307,46,7,2,2025-03-07 20:17:32,,,0,0,3
5120,TCK-15120,20260303,16,5,3,2026-03-03 09:34:21,2026-03-03 20:30:09,10.93,1,1,4
5121,TCK-15121,20250303,13,8,2,2025-03-03 12:04:16,,,0,0,3
5122,TCK-15122,20250919,43,2,2,2025-09-19 02:38:24,2025-09-20 00:31:48,21.89,1,1,4
5123,TCK-15123,20260608,27,3,2,2026-06-08 06:57:54,2026-06-09 17:09:54,34.2,1,0,3
5124,TCK-15124,20250913,34,3,2,2025-09-13 20:51:35,2025-09-14 04:44:59,7.89,1,1,
5125,TCK-15125,20250505,31,4,2,2025-05-05 09:22:07,,,0,0,4
5126,TCK-15126,20250617,35,1,1,2025-06-17 13:52:22,2025-06-18 00:32:34,10.67,1,1,3
5127,TCK-15127,20260506,25,4,3,2026-05-06 11:24:11,2026-05-07 06:42:11,19.3,1,1,3
5128,TCK-15128,20251109,50,1,1,2025-11-09 18:40:32,2025-11-10 22:03:20,27.38,1,0,4
5129,TCK-15129,20260213,16,6,2,2026-02-13 21:19:40,,,0,0,5
5130,TCK-15130,20250921,22,8,1,2025-09-21 08:31:55,2025-09-22 07:49:19,23.29,1,1,4
5131,TCK-15131,20260425,36,1,1,2026-04-25 12:49:44,,,0,0,3
5132,TCK-15132,20250903,18,8,1,2025-09-03 16:34:21,,,0,0,
5133,TCK-15133,20260615,23,8,1,2026-06-15 07:17:41,,,0,0,4
5134,TCK-15134,20260717,16,8,3,2026-07-17 10:19:17,,,0,0,4
5135,TCK-15135,20250923,10,5,1,2025-09-23 17:48:00,2025-09-23 23:16:48,5.48,1,1,5
5136,TCK-15136,20260408,46,1,3,2026-04-08 12:12:56,,,0,0,3
5137,TCK-15137,20250417,30,5,2,2025-04-17 03:22:28,2025-04-17 10:17:40,6.92,1,1,4
5138,TCK-15138,20260218,8,6,2,2026-02-18 05:04:47,2026-02-18 08:59:23,3.91,1,1,4
5139,TCK-15139,20251026,5,8,1,2025-10-26 00:44:40,,,0,0,4
5140,TCK-15140,20260302,28,2,2,2026-03-02 22:07:27,2026-03-03 16:15:51,18.14,1,1,3
5141,TCK-15141,20250626,26,7,2,2025-06-26 23:04:32,2025-06-27 11:39:20,12.58,1,0,5
5142,TCK-15142,20260521,17,3,1,2026-05-21 12:41:56,,,0,0,5
5143,TCK-15143,20250405,29,2,2,2025-04-05 20:17:33,2025-04-06 19:36:45,23.32,1,1,3
5144,TCK-15144,20250716,12,6,3,2025-07-16 10:09:38,2025-07-16 21:46:50,11.62,1,1,5
5145,TCK-15145,20260329,15,5,1,2026-03-29 07:16:21,2026-03-30 04:28:21,21.2,1,1,2
5146,TCK-15146,20251119,23,2,1,2025-11-19 16:11:54,2025-11-20 13:59:54,21.8,1,1,
5147,TCK-15147,20250328,22,2,3,2025-03-28 14:05:50,2025-03-30 06:55:02,40.82,1,1,4
5148,TCK-15148,20250722,28,8,3,2025-07-22 03:13:06,2025-07-22 04:17:18,1.07,1,1,5
5149,TCK-15149,20251031,26,4,1,2025-10-31 05:22:20,,,0,0,5
5150,TCK-15150,20250203,6,3,3,2025-02-03 03:10:21,,,0,0,4
5151,TCK-15151,20250312,50,8,2,2025-03-12 09:37:37,2025-03-12 18:19:01,8.69,1,1,5
5152,TCK-15152,20250827,3,8,2,2025-08-27 03:44:51,2025-08-27 12:47:15,9.04,1,1,5
5153,TCK-15153,20250711,13,6,3,2025-07-11 01:04:57,2025-07-12 05:04:57,28.0,1,1,4
5154,TCK-15154,20260607,31,4,2,2026-06-07 16:43:51,,,0,0,3
5155,TCK-15155,20251113,20,5,3,2025-11-13 18:32:56,2025-11-14 13:01:08,18.47,1,1,5
5156,TCK-15156,20250717,29,3,2,2025-07-17 18:08:40,2025-07-18 09:19:28,15.18,1,0,4
5157,TCK-15157,20250524,40,5,1,2025-05-24 02:05:39,,,0,0,3
5158,TCK-15158,20251216,42,5,1,2025-12-16 01:27:38,2025-12-16 12:53:26,11.43,1,1,4
5159,TCK-15159,20250518,31,4,3,2025-05-18 03:06:08,,,0,0,5
5160,TCK-15160,20250211,49,4,3,2025-02-11 03:23:56,2025-02-12 10:57:32,31.56,1,1,4
5161,TCK-15161,20260313,32,6,2,2026-03-13 02:27:35,,,0,0,
5162,TCK-15162,20250901,3,7,3,2025-09-01 01:19:46,,,0,0,
5163,TCK-15163,20251004,45,6,3,2025-10-04 13:33:01,2025-10-05 04:19:13,14.77,1,1,5
5164,TCK-15164,20260303,16,5,1,2026-03-03 00:58:22,2026-03-04 16:37:58,39.66,1,0,5
5165,TCK-15165,20260812,18,2,2,2026-08-12 10:39:40,2026-08-13 20:03:04,33.39,1,1,4
5166,TCK-15166,20250421,48,8,3,2025-04-21 19:24:53,,,0,0,4
5167,TCK-15167,20250829,5,1,3,2025-08-29 12:18:04,2025-08-29 20:34:52,8.28,1,1,5
5168,TCK-15168,20251106,37,1,2,2025-11-06 17:40:13,2025-11-08 03:34:13,33.9,1,0,
5169,TCK-15169,20250114,34,2,2,2025-01-14 03:48:05,2025-01-15 00:44:29,20.94,1,1,3
5170,TCK-15170,20260130,40,7,1,2026-01-30 09:13:38,2026-01-30 22:41:14,13.46,1,0,5
5171,TCK-15171,20250302,9,8,1,2025-03-02 00:54:37,2025-03-02 17:33:01,16.64,1,1,3
5172,TCK-15172,20250703,15,1,2,2025-07-03 11:27:47,2025-07-04 13:46:59,26.32,1,0,5
5173,TCK-15173,20260523,39,1,2,2026-05-23 01:16:26,2026-05-23 18:40:26,17.4,1,1,4
5174,TCK-15174,20260807,26,2,3,2026-08-07 23:13:10,2026-08-09 03:34:10,28.35,1,1,
5175,TCK-15175,20251024,29,6,3,2025-10-24 03:05:58,2025-10-24 23:50:22,20.74,1,1,
5176,TCK-15176,20250317,33,1,1,2025-03-17 22:25:52,2025-03-19 00:36:40,26.18,1,0,4
5177,TCK-15177,20260604,5,6,1,2026-06-04 10:43:32,,,0,0,3
5178,TCK-15178,20250713,45,1,2,2025-07-13 19:16:09,2025-07-15 10:37:09,39.35,1,0,4
5179,TCK-15179,20260707,50,3,2,2026-07-07 20:20:30,2026-07-08 20:43:54,24.39,1,0,5
5180,TCK-15180,20250125,31,1,1,2025-01-25 06:28:30,2025-01-26 04:22:30,21.9,1,1,4
5181,TCK-15181,20251110,42,7,3,2025-11-10 16:22:13,2025-11-10 20:51:01,4.48,1,1,4
5182,TCK-15182,20250123,17,2,1,2025-01-23 23:37:22,2025-01-25 01:13:22,25.6,1,1,4
5183,TCK-15183,20250906,7,2,3,2025-09-06 22:54:45,2025-09-07 14:16:57,15.37,1,1,
5184,TCK-15184,20251108,23,5,3,2025-11-08 23:42:06,2025-11-09 18:18:42,18.61,1,1,4
5185,TCK-15185,20250109,7,5,3,2025-01-09 23:37:18,2025-01-10 00:15:42,0.64,1,1,4
5186,TCK-15186,20260105,21,7,1,2026-01-05 13:05:17,2026-01-06 15:37:41,26.54,1,0,3
5187,TCK-15187,20250301,5,8,1,2025-03-01 19:12:42,2025-03-01 21:25:18,2.21,1,1,4
5188,TCK-15188,20250409,8,7,1,2025-04-09 09:32:14,2025-04-10 00:59:50,15.46,1,0,5
5189,TCK-15189,20260226,44,6,1,2026-02-26 02:08:07,2026-02-26 23:30:55,21.38,1,1,5
5190,TCK-15190,20250303,41,2,3,2025-03-03 00:04:04,2025-03-03 18:11:52,18.13,1,1,4
5191,TCK-15191,20260126,38,7,2,2026-01-26 10:23:40,,,0,0,4
5192,TCK-15192,20260716,15,4,1,2026-07-16 23:41:51,,,0,0,4
5193,TCK-15193,20260207,19,4,2,2026-02-07 05:11:51,2026-02-07 23:31:39,18.33,1,1,4
5194,TCK-15194,20260609,13,1,2,2026-06-09 21:55:46,2026-06-11 08:40:10,34.74,1,0,3
5195,TCK-15195,20251004,49,1,3,2025-10-04 05:33:41,2025-10-05 13:52:53,32.32,1,0,3
5196,TCK-15196,20250329,12,8,2,2025-03-29 00:44:32,2025-03-30 01:43:20,24.98,1,1,4
5197,TCK-15197,20250323,38,1,2,2025-03-23 11:47:29,,,0,0,4
5198,TCK-15198,20251211,22,2,2,2025-12-11 02:35:19,2025-12-11 16:52:43,14.29,1,1,2
5199,TCK-15199,20251122,16,7,2,2025-11-22 04:08:06,2025-11-23 05:44:06,25.6,1,0,5
5200,TCK-15200,20250625,43,8,3,2025-06-25 18:34:03,2025-06-26 19:57:27,25.39,1,1,
5201,TCK-15201,20251118,25,8,1,2025-11-18 03:41:41,2025-11-18 23:10:29,19.48,1,1,5
5202,TCK-15202,20250424,49,8,3,2025-04-24 07:06:18,2025-04-25 05:02:06,21.93,1,1,3
5203,TCK-15203,20250303,14,4,1,2025-03-03 04:17:54,2025-03-04 11:57:30,31.66,1,1,
